"gene"	"mRNA len"	"genomic span"	"DC_normal"	"DC_treated"	"DC0904"	"DC0907"	"DCLPS0910"	"DCLPS0913"	"A_DC"	"A_DC_LPS"	"B_DC"	"B_DC_LPS"	"C_DC"	"C_DC_LPS"	"C2DC"	"C2DCLPS"	"C3DC"	"C3DCLPS"
"NAT8L"	2345	6050	0	0	0	0	0	0	0	0	0	0	64	22	193	172	115	87
"NAT9"	1879	5783	226	15	131	95	0	15	98	64	68	66	154	285	593	374	764	115
"NAV1"	13038	178649	106	120	50	56	84	36	588	389	60	174	645	638	410	334	486	227
"NAV2"	11031	408267	0	0	0	0	0	0	157	11	0	0	0	0	0	0	0	0
"NAV3"	9862	381721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NBAS"	7334	394424	2498	1306	1420	1078	778	528	2643	1284	414	1020	1036	1198	1358	1238	1545	911
"NBC4"	5146	151823	1442	2201	804	638	1194	1007	604	1139	313	3094	4382	7970	4012	5990	4792	5084
"NBEA"	10840	730418	148	129	102	46	83	46	280	24	0	42	60	186	41	63	73	3
"NBEAL1"	9113	203117	280	796	135	145	452	344	254	927	39	531	1209	1461	2415	2301	3042	2104
"NBEAL2"	8881	30022	2902	1506	1664	1238	829	677	1907	933	3860	1437	1879	1994	3563	3564	4079	2576
"NBL1"	2092	14698	2465	3996	1458	1007	2090	1906	1016	2383	1154	3752	2078	2814	1327	2029	1962	1336
"NBN"	4688	51337	768	3031	437	331	1605	1426	509	1319	58	2033	1364	2933	1300	2177	1277	1341
"NBPF1"	4651	25193	80590	77126	46787	33803	41873	35253	25260	50494	18648	47485	59223	26466	81718	48704	90890	36916
"NBPF10"	11006	75313	5839	10466	3358	2481	5983	4483	3720	8153	2926	10513	1995	3030	14184	20474	19464	12524
"NBPF11"	4915	35711	68377	70540	39984	28393	38194	32346	17182	45121	12895	40557	5093	7159	13866	20151	14453	12062
"NBPF12"	2801	95818	22	4	11	11	0	4	51	29	0	0	62	106	1188	1717	2002	943
"NBPF14"	3725	22222	68841	71123	40234	28607	38504	32619	17944	45913	12985	41425	5900	8139	22343	29075	26919	18185
"NBPF15"	4291	35422	518	1419	387	131	1012	407	487	934	197	1081	468	607	6967	12156	9873	6081
"NBPF16"	3847	18871	83	20	32	51	20	0	14	18	0	0	73	31	109	296	153	67
"NBPF20"	3065	213972	470	1400	368	102	992	408	463	928	197	1081	387	548	6857	11937	9725	5951
"NBPF22P"	2685	15102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NBPF3"	4312	44763	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
"NBPF4"	2514	20742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NBPF6"	2237	20357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NBPF7"	1894	10392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NBPF8"	3837	774280	68797	71016	40265	28532	38447	32569	17986	45869	13049	41253	5667	8309	18549	25873	21681	14712
"NBR1"	4994	41197	1141	815	654	487	438	377	660	11360	163	1095	5037	5706	5132	4483	5888	4216
"NBR2"	2104	14742	690	200	403	287	118	82	606	244	200	135	392	569	51	49	126	28
"NCALD"	3814	438366	41	0	17	24	0	0	48	0	9	37	0	14	0	0	5	7
"NCAM1"	5978	317164	0	0	0	0	0	0	32	11	0	0	8	23	0	3	0	0
"NCAM2"	3717	540583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCAN"	6420	40280	1	0	0	1	0	0	107	67	0	0	0	1	0	0	0	0
"NCAPD2"	4838	37836	2600	1606	1441	1159	7	1599	582	61	149	776	1569	1743	1503	1102	1826	1139
"NCAPD3"	5782	72091	521	149	291	230	67	82	493	81	169	97	713	693	793	660	1027	591
"NCAPG"	4682	33962	92	23	38	54	9	14	181	37	0	0	0	0	313	194	385	247
"NCAPG2"	5312	65034	6	100	0	6	0	100	57	7	0	34	210	321	231	177	270	176
"NCAPH"	4763	39792	5359	360	2958	2401	203	157	2302	87	2426	50	6078	3051	6130	3164	6591	3412
"NCAPH2"	2123	15257	578	2173	44	534	1160	1013	461	3564	84	6792	1211	8995	1648	6190	1796	2637
"NCBP1"	5401	40324	3435	1760	1674	1761	1011	749	2080	1115	1027	1507	1688	1701	1670	1318	1791	1141
"NCBP2"	2477	7005	1039	778	555	484	389	389	402	380	524	589	2915	3180	2802	1105	3439	2491
"NCCRP1"	1979	4920	0	0	0	0	0	0	13	0	0	0	52	72	0	0	49	0
"NCDN"	3710	8987	19	0	0	19	0	0	120	33	57	29	405	361	507	342	671	434
"NCE2"	1617	74978	5411	321	3003	2408	174	147	2980	184	2184	315	1549	1465	2735	2064	3118	1984
"NCEH1"	4319	80574	648	0	313	335	0	0	1108	21	0	0	164	1387	568	3474	2190	1961
"NCF1"	1408	15351	998	3857	521	477	2059	1798	46	2002	112	4167	843	4334	3314	15754	1942	5473
"NCF1C"	1348	15315	281	711	166	115	390	321	17	292	0	559	211	1253	2116	11582	1319	4545
"NCF2"	2426	35043	21737	21232	12130	9607	11402	9830	7176	12500	13156	13807	15541	29012	23960	19560	32082	19963
"NCF4"	1651	17030	330	21	177	153	21	0	417	116	87	0	476	535	1083	832	777	542
"NCK1"	1917	86896	4411	1214	2535	1876	674	540	2024	560	445	1237	1936	1863	2019	1725	2570	2002
"NCK2"	2684	149374	1683	3934	892	791	2165	1769	1064	3616	188	9021	326	377	513	498	592	481
"NCKAP1"	4663	113625	0	0	0	0	0	0	0	0	0	0	30	43	22	11	52	16
"NCKAP1L"	3978	45405	13795	3120	7731	6064	1656	1464	5341	1220	7414	1640	19184	17780	18992	16043	22110	13824
"NCKAP5"	7613	896660	347	357	207	140	176	181	226	132	0	0	0	0	4	3	19	12
"NCKAP5L"	4913	37281	2253	79	1308	945	52	27	1321	181	1296	63	1247	821	1467	926	2101	1081
"NCKIPSD"	2973	12056	1117	133	597	520	79	54	344	85	76	35	1283	969	893	914	1039	837
"NCL"	2730	9747	1101	1159	726	375	705	454	395	887	27	376	5889	6514	9388	9400	10063	6092
"NCLN"	3747	23699	766	87	474	292	52	35	529	201	775	36	1504	1168	2399	1962	2350	1900
"NCLX"	2302	20560	4823	2845	2787	2036	1502	1343	1465	1642	2624	3720	2697	2824	6104	2679	3306	2193
"NCOA1"	7094	206391	3067	1199	1826	1241	608	591	2537	964	588	986	1723	1780	1841	1673	2051	1370
"NCOA2"	6180	291755	8427	2122	4726	3701	1337	785	5954	2464	1093	2288	1314	721	840	692	839	363
"NCOA3"	7954	154957	18281	24307	10094	8187	13114	11193	6611	11491	8289	21428	8128	10118	3974	3174	4829	2804
"NCOA4"	3749	25627	1270	2730	706	564	1482	1248	759	1711	136	2676	2974	12418	9983	22009	10137	11961
"NCOA5"	3587	18966	4379	4612	2519	1860	2474	2138	1681	1896	1777	3261	2179	2793	2059	2453	2842	1845
"NCOA6"	9326	106865	4184	988	2294	1890	540	448	2299	668	980	472	1855	1587	1983	1274	2612	1444
"NCOA7"	5645	149940	7439	3816	4236	3203	2083	1733	2984	1431	937	1077	1508	4853	1838	1632	1358	1029
"NCOR1"	7960	183588	6674	2484	3831	2843	1395	1089	4418	1579	1677	1828	3088	3451	4583	3930	4662	3078
"NCOR2"	8765	211197	52899	45942	29109	23790	24230	21712	18246	25851	46382	61296	5934	7940	8601	8287	12727	8717
"NCR1"	1160	6933	55	0	18	37	0	0	0	0	0	0	0	31	0	0	6	0
"NCR2"	1090	15099	0	0	0	0	0	0	30	14	0	0	0	0	0	0	0	0
"NCR3"	1113	4104	16	0	10	6	0	0	34	11	0	0	3132	2874	1588	1599	2600	1878
"NCRMS"	2108	68747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00028"	591	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00029"	1752	2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00051"	1047	10647	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
"NCRNA00052"	1789	2759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00081"	2373	20638	1250	452	674	576	239	213	605	257	94	216	270	287	1010	788	1351	875
"NCRNA00085"	1075	1896	0	0	0	0	0	0	31	14	0	0	0	0	4	0	0	0
"NCRNA00086"	3457	4358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00087"	2810	3720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00092"	1721	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00093"	2656	31791	53	15	13	40	7	8	83	0	0	0	103	96	147	98	106	81
"NCRNA00094"	5736	6159	59	5	20	39	0	5	37	16	0	0	120	76	75	52	140	379
"NCRNA00095"	3952	3952	230	71	126	104	58	13	111	74	155	96	180	146	62	43	132	63
"NCRNA00099"	9849	9849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00107"	669	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00111"	457	18036	0	0	0	0	0	0	63	11	0	0	0	0	0	0	0	0
"NCRNA00113"	528	28856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00116"	1626	11412	1	0	1	0	0	0	4	0	0	0	155	94	222	182	265	167
"NCRNA00119"	2501	151866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00152"	808	66056	3022	11417	1646	1376	6247	5170	1191	4805	1210	9169	228	651	475	1035	424	402
"NCRNA00157"	464	49938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00158"	1480	45881	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
"NCRNA00159"	394	76189	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"NCRNA00160"	700	13376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00162"	729	5515	1	0	0	1	0	0	94	0	0	0	1	0	0	0	0	0
"NCRNA00164"	1734	14363	159415	168277	89673	69742	88233	80044	24272	49932	65429	57403	1172	1448	0	0	0	0
"NCRNA00167"	2864	2864	4	0	0	4	0	0	8	0	0	0	2	6	6	2	2	1
"NCRNA00168"	651	30361	0	0	0	0	0	0	90	15	0	0	0	0	0	0	0	0
"NCRNA00169"	2307	17744	758	53	457	301	38	15	167	9	194	0	17	10	0	0	0	0
"NCRNA00171"	3303	6590	53	0	35	18	0	0	93	0	0	0	62	114	83	106	114	90
"NCRNA00173"	1599	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00174"	4428	24365	73	16	40	33	16	0	52	29	0	22	41	69	12	46	121	7
"NCRNA00176"	5267	5619	54	0	31	23	0	0	52	50	0	0	0	0	0	0	0	0
"NCRNA00181"	2133	3214	140	58	61	79	23	35	116	56	104	35	152	233	241	216	397	294
"NCRNA00185"	1496	5728	0	0	0	0	0	0	0	0	0	0	0	16	11	3	0	0
"NCRNA00200"	2437	4906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCRNA00201"	5046	6304	3564	11268	6	3558	6105	5163	4424	2	303	1684	2	10810	1658	1039	1997	1262
"NCRNA00202"	3625	10797	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"NCRNA00203"	4681	4681	3872	234	2366	1506	140	94	622	110	3178	226	0	0	0	0	0	0
"NCRNA00204"	709	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCSTN"	3091	15680	2373	733	1314	1059	409	324	804	504	1128	733	6540	5597	8035	6477	9468	6235
"NDC80"	2188	45125	2	0	0	2	0	0	12	0	0	0	0	0	0	0	3	0
"NDE1"	3942	83084	2214	311	1304	910	161	150	1211	822	1082	713	892	896	826	735	1085	865
"NDEL1"	2410	32294	3348	5909	1862	1486	3139	2770	1233	2812	1619	5426	1191	2155	1393	2644	1791	2159
"NDFIP1"	3603	45684	4176	1392	2388	1788	757	635	1909	811	1508	788	4149	4995	5314	4491	6180	4127
"NDFIP2"	4656	74948	0	0	0	0	0	0	0	12	0	13	198	307	248	233	246	148
"NDN"	1890	1890	0	0	0	0	0	0	0	0	0	0	42	22	0	0	22	0
"NDNL2"	1660	1660	0	0	0	0	0	0	0	0	0	0	432	297	505	307	538	295
"NDOR1"	4890	13695	1164	164	617	547	83	81	659	413	907	425	700	669	1187	853	1627	930
"NDP"	2005	24899	0	704	0	0	361	343	0	185	0	1587	89	761	92	281	20	142
"NDRG1"	3996	19059	2244	887	1197	1047	473	414	1533	921	845	1033	3828	4445	3697	3871	5198	3462
"NDRG2"	2240	8264	2534	376	1422	1112	187	189	592	129	2216	410	5868	3128	3311	2443	8606	4476
"NDRG3"	2979	94313	101	9	12	89	5	4	194	3	0	0	1382	1439	1030	895	1156	880
"NDRG4"	3575	49530	0	23	0	0	12	11	72	57	0	0	0	0	0	0	0	0
"NDST1"	8044	50100	2924	271	1539	1385	136	135	1770	312	1873	123	2832	2729	4144	3248	4674	3002
"NDST2"	4011	9922	1277	399	680	597	249	150	487	381	483	624	1159	942	1632	1051	2239	989
"NDST3"	5958	224288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NDST4"	3353	286103	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"NDUFA1"	488	4896	42	12	31	11	12	0	11	7	0	0	2013	2462	1591	2323	1929	2350
"NDUFA10"	3775	13665	4721	1307	2635	2086	666	641	2437	1313	2002	2352	1134	1170	1281	1272	1485	1013
"NDUFA11"	2638	12740	361	15	219	142	15	0	258	126	308	75	814	651	1151	1048	1455	1074
"NDUFA12"	601	32401	274	39	160	114	12	27	252	22	0	33	256	306	685	310	0	0
"NDUFA13"	3245	19415	625	301	357	268	146	155	416	548	357	844	929	1035	1625	2047	2032	1881
"NDUFA2"	588	2283	0	0	0	0	0	0	17	11	0	0	641	619	623	579	929	579
"NDUFA3"	465	4122	102	0	62	40	0	0	75	0	104	43	648	514	0	674	265	547
"NDUFA4"	827	7000	158	9	87	71	0	9	114	38	0	22	2088	75	1962	1823	3157	2189
"NDUFA4L2"	1643	3456	0	0	0	0	0	0	67	53	0	0	1144	0	0	0	0	582
"NDUFA5"	2886	3211	99	11	45	54	0	11	52	19	0	13	1035	1303	211	938	277	926
"NDUFA6"	1186	5359	234	96	77	157	70	26	109	176	57	178	1307	1554	1440	938	1801	1367
"NDUFA7"	539	10048	76	3	44	32	3	0	207	109	81	24	281	201	206	211	290	188
"NDUFA8"	845	15760	33	11	19	14	6	5	47	0	0	0	0	0	549	695	849	485
"NDUFA9"	1278	38116	476	50	231	245	50	0	542	104	0	110	801	786	1432	1320	1611	1207
"NDUFAB1"	669	15303	366	27	186	180	27	0	191	74	166	82	758	730	700	623	813	597
"NDUFAF1"	1715	15091	27	0	10	17	0	0	26	9	82	0	492	471	537	451	603	465
"NDUFAF2"	722	207909	207	209	115	92	109	100	268	122	0	103	98	0	83	62	56	49
"NDUFAF3"	1383	1852	346	110	203	143	54	56	950	174	274	431	1657	1592	1180	1201	1500	962
"NDUFAF4"	1461	7629	28	0	0	28	0	0	25	7	0	0	438	48	434	261	250	348
"NDUFB1"	420	5685	320	0	196	124	0	0	186	70	131	47	725	560	384	357	1014	371
"NDUFB10"	860	2461	23	0	16	7	0	0	56	331	0	0	970	649	1208	1053	1566	765
"NDUFB11"	1126	2995	8	36	8	0	36	0	20	0	0	0	456	365	638	359	1004	781
"NDUFB2"	692	9965	307	172	171	136	98	74	186	76	117	195	1365	1515	1646	1268	2211	1073
"NDUFB3"	756	14011	7	0	0	7	0	0	12	0	0	0	213	193	529	470	516	476
"NDUFB4"	1474	6044	465	187	252	213	80	107	205	154	81	176	1461	1206	1088	827	1979	804
"NDUFB5"	1083	19714	635	69	355	280	35	34	377	35	0	183	2587	2486	1936	1601	2496	1703
"NDUFB6"	866	19661	58	151	46	12	84	67	64	123	0	50	150	282	541	430	169	230
"NDUFB7"	544	5996	89	24	58	31	11	13	133	44	139	0	572	327	466	539	459	596
"NDUFB8"	1263	22456	590	112	339	251	52	60	417	113	478	137	1234	1120	1545	1191	1736	1254
"NDUFB9"	1361	29410	419	189	247	172	145	44	486	255	26	204	2284	1666	815	912	1423	1212
"NDUFC1"	814	11268	337	162	269	68	93	69	110	485	0	984	645	785	459	534	602	607
"NDUFC2"	2471	11867	40	0	0	40	0	0	86	27	14	0	571	858	330	289	414	228
"NDUFS1"	3435	36385	1447	302	797	650	154	148	678	263	543	456	3630	3608	2037	1967	2038	1430
"NDUFS2"	2069	12205	507	117	277	230	67	50	203	76	141	30	2906	2475	2519	1914	3426	1814
"NDUFS3"	1331	2840	180	0	96	84	0	0	244	52	148	24	1174	1061	1334	844	2235	1072
"NDUFS4"	681	122708	3636	2517	2152	1484	1378	1139	2170	1693	422	2765	290	497	611	596	728	565
"NDUFS5"	513	8282	26	0	0	26	0	0	26	0	0	48	0	399	1912	1435	0	1522
"NDUFS6"	535	14656	1699	623	926	773	334	289	719	420	751	1187	689	862	559	643	943	496
"NDUFS7"	3262	11878	409	21	231	178	0	21	339	103	493	158	925	661	874	535	1727	1010
"NDUFS8"	931	3105	416	60	225	191	26	34	252	86	167	61	697	619	999	592	1308	663
"NDUFV1"	1641	5691	1030	410	563	467	206	204	336	228	827	376	2722	2141	3191	2088	3800	2295
"NDUFV2"	884	31663	5811	5406	3214	2597	2948	2458	2402	2103	1902	5328	1362	1982	1322	1549	1978	1531
"NDUFV3"	2133	16396	1983	632	1098	885	353	279	843	273	1548	1348	2014	1335	890	667	1708	912
"NEAT1"	17358	17358	173013	221042	95697	77316	118637	102405	77858	100518	114046	138192	4564	8088	11926	18061	11540	10329
"NEB"	20733	249136	286	1126	127	159	674	452	344	397	0	228	19	92	16	36	54	28
"NEBL"	9961	117628	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"NECAB1"	5152	167710	12	14	12	0	1	13	5	0	0	0	0	10	0	0	3	0
"NECAB2"	1617	34142	0	0	0	0	0	0	237	62	0	4	1	0	0	0	0	0
"NECAB3"	2050	17372	454	42	244	210	7	35	272	113	370	110	246	334	265	333	580	373
"NECAP1"	2601	15568	543	369	304	239	221	148	331	241	136	480	1026	1236	1029	1345	1185	944
"NECAP2"	2087	19417	3427	2554	1850	1577	1401	1153	1285	1295	2369	2972	6218	6926	6776	6214	8402	5968
"NEDD1"	3968	46462	315	203	206	109	99	104	343	231	0	21	576	620	548	457	720	402
"NEDD4"	7249	90200	0	0	0	0	0	0	0	0	0	0	36	32	9	15	7	0
"NEDD4L"	8504	357155	11	518	0	11	261	257	62	820	25	1024	11	15	36	79	134	132
"NEDD8"	2318	5767	186	0	125	61	0	0	297	0	38	34	22	19	898	869	1021	1540
"NEDD9"	4986	199052	216	166	126	90	71	95	681	667	59	551	91	187	171	476	274	356
"NEDL3"	168	120166	0	220	0	0	128	92	27	561	0	194	0	0	0	0	0	0
"NEFH"	3721	11096	0	0	0	0	0	0	15	0	0	0	375	323	290	291	289	192
"NEFL"	3591	5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEFM"	3273	5333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEGR1"	5803	879781	0	0	0	0	0	0	0	0	0	0	876	956	705	0	962	0
"NEIL1"	1900	8257	371	419	205	166	202	217	168	315	488	346	67	97	138	296	118	373
"NEIL2"	2751	17684	0	0	0	0	0	0	84	11	2	0	127	75	88	41	128	68
"NEIL3"	2412	53103	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
"NEK1"	5662	219306	53	0	47	6	0	0	153	2	10	0	170	238	243	149	228	106
"NEK10"	2663	153816	7	0	4	3	0	0	9	0	0	14	0	0	0	0	0	0
"NEK11"	2976	323616	7402	2610	4237	3165	1447	1163	2675	1021	1929	1696	119	83	0	0	40	0
"NEK2"	2138	12847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEK3"	3276	24842	396	189	218	178	117	72	181	35	255	201	287	284	335	247	338	187
"NEK4"	3721	60150	59	0	43	16	0	0	152	3	12	8	488	336	563	366	434	263
"NEK5"	2930	64314	2	0	0	2	0	0	0	0	0	0	0	0	0	7	9	4
"NEK6"	2765	94481	33140	24782	18087	15053	12974	11808	10767	19051	31090	54538	11830	12261	17290	15641	16671	10951
"NEK7"	4140	165440	15662	17949	8775	6887	9833	8116	6507	7079	3129	10387	3077	4264	2828	2808	3001	2047
"NEK8"	2871	13952	19	1	6	13	0	1	94	33	1	0	1	10	16	23	7	3
"NEK9"	5564	44961	1787	619	1099	688	327	292	613	212	697	387	1550	3657	4119	3111	5006	3171
"NELF"	3662	11763	258	131	138	120	70	61	297	270	377	284	843	826	1260	1455	1838	1261
"NELL1"	3350	906112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NELL2"	3725	368191	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0
"NENF"	951	13492	39	0	39	0	0	0	15	0	39	0	623	568	778	720	921	633
"NEO1"	7063	252670	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	14
"NES"	5560	8634	0	0	0	0	0	0	74	36	0	0	56	113	8	0	194	174
"NESG1"	1856	20941	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"NET1"	3408	45908	2293	250	1250	1043	148	102	1243	95	494	65	4663	2056	4152	1148	8281	2449
"NETO1"	2524	120025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NETO2"	3662	62468	3168	17729	1711	1457	9649	8080	1046	7827	280	7462	1534	4315	1123	2673	1518	1697
"NEU1"	2182	3719	179	162	94	85	109	53	142	131	0	77	1539	1822	3424	848	1348	2285
"NEU2"	1144	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEU3"	3084	19419	1958	1834	1078	880	1035	799	761	1111	552	2202	1352	2035	808	827	1008	508
"NEU4"	2488	6663	0	1	0	0	0	1	80	47	0	0	0	0	0	0	0	0
"NEURL"	4320	98575	0	0	0	0	0	0	273	98	0	0	13	1	5	0	5	0
"NEURL1B"	6410	50257	0	0	0	0	0	0	70	43	0	0	0	0	0	0	0	449
"NEURL2"	1261	2636	0	0	0	0	0	0	0	28	8	0	0	0	13	0	30	10
"NEURL3"	1726	7711	3	139	3	0	65	74	22	79	0	0	0	171	0	51	0	0
"NEURL4"	5216	13689	402	79	252	150	41	38	302	249	424	94	484	657	897	679	1370	742
"NEUROD1"	2631	4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEUROD2"	3033	4155	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
"NEUROD4"	3957	10073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEUROD6"	2156	3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEUROG1"	1661	1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEUROG2"	2287	2656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEUROG3"	1168	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NEXN"	3400	55378	179	119	116	63	86	33	188	108	0	119	0	0	0	0	3	0
"NF1"	12432	282701	7497	4044	4172	3325	2185	1859	3919	2332	1490	2608	16978	16493	15941	11528	18471	12113
"NF2"	6202	95040	1552	77	845	707	44	33	1339	184	179	206	1278	1034	1319	830	1503	929
"NFAM1"	5609	51988	390	110	204	186	62	48	1018	693	567	1051	219	218	2345	2811	3932	2888
"NFASC"	10363	194169	0	0	0	0	0	0	312	98	0	0	0	0	0	0	0	0
"NFAT5"	14235	139558	14791	55158	8250	6541	29835	25323	4459	16886	5095	41901	2492	5758	2617	3416	2764	1648
"NFATC1"	5040	133552	5978	27728	3177	2801	14598	13130	1834	17874	15	21239	424	1596	693	3549	1268	1501
"NFATC2"	3264	151494	8033	6793	4487	3546	3749	3044	4475	5776	1531	3156	427	548	496	403	797	431
"NFATC2IP"	3864	15449	2887	1503	1606	1281	800	703	1056	741	2948	2175	1976	2231	1515	1319	1952	1141
"NFATC3"	4205	138235	17873	2437	9978	7895	1385	1052	8193	943	12574	2347	5475	5113	3959	4460	4609	2925
"NFATC4"	5680	12665	0	0	0	0	0	0	19	19	4	0	0	1	0	0	0	0
"NFE2"	1894	3646	73	0	30	43	0	0	151	21	8	0	1172	41	1344	55	1655	469
"NFE2L1"	4879	13222	1728	335	936	792	201	134	669	231	745	276	5235	4343	6609	4704	8210	4513
"NFE2L2"	2857	34827	19206	64636	10765	8441	34473	30163	6268	32671	9158	56582	5471	30163	5925	30040	1577	19522
"NFE2L3"	3712	34909	15503	26437	8537	6966	14380	12057	5343	12966	3771	21599	44	18567	200	3045	1093	2610
"NFIA"	9492	380481	159	8	101	58	0	8	760	166	120	60	119	151	103	59	24	13
"NFIB"	8391	232099	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
"NFIC"	2435	97031	2292	337	1330	962	156	181	1746	1162	1437	2559	559	435	698	537	774	446
"NFIL3"	2085	14817	2543	2348	1428	1115	1233	1115	1268	1213	1448	1609	18	3648	2972	4105	52	48
"NFIX"	5743	74216	34	0	3	31	0	0	851	429	0	12	369	148	79	122	131	97
"NFKB1"	4230	39589	26459	23369	14531	11928	12710	10659	2826	102370	899	139985	1507	24967	2255	23918	2716	8986
"NFKB2"	3138	7943	926	4411	532	394	2365	2046	242	3395	151	6057	1097	6089	1090	13408	1791	7188
"NFKBIA"	1576	2631	1552	10922	841	711	5914	5008	197	5793	179	8074	3007	7524	2489	67760	2786	66018
"NFKBIB"	2266	8920	256	925	82	174	433	492	87	606	30	867	495	1540	533	1694	658	1328
"NFKBID"	1891	12411	1636	5140	901	735	3313	1827	344	1664	460	20097	326	6221	427	9122	486	10354
"NFKBIE"	2587	7624	2207	3274	1192	1015	1694	1580	332	1514	945	4342	2117	1882	2338	6921	3715	6655
"NFKBIL1"	1486	11254	73	346	38	35	194	152	115	255	0	263	340	272	334	387	465	307
"NFKBIL2"	4539	15649	55	29	17	38	18	11	269	127	14	54	165	135	197	125	354	186
"NFKBIZ"	3934	11509	3253	42408	1747	1506	22775	19633	250	19693	0	27601	282	66361	201	53026	263	42440
"NFRKB"	5167	31821	1204	0	639	565	0	0	709	130	704	234	2835	869	1265	647	1595	853
"NFS1"	2668	30502	45	0	23	22	0	0	127	0	0	19	469	455	559	478	572	465
"NFU1"	1185	41500	43	0	43	0	0	0	36	0	0	57	168	198	335	233	353	286
"NFX1"	4629	80646	3285	2912	1845	1440	1601	1311	1685	1281	665	2527	1864	1732	1525	1145	1948	1143
"NFXL1"	3913	67422	25410	3417	16472	8938	1813	1604	15468	705	6788	467	3603	2179	2162	1100	5596	2084
"NFYA"	6393	29186	482	189	275	207	117	72	228	340	0	478	923	1147	1018	1027	1142	769
"NFYB"	4010	20939	556	193	319	237	132	61	278	48	0	49	728	476	803	496	699	440
"NFYC"	2377	79595	11246	7425	6182	5064	4050	3375	5444	4177	8995	8123	1602	1824	1748	1437	2286	1509
"NG36/G9a"	4197	17066	715	127	415	300	72	55	434	63	251	16	1349	1044	2356	1563	2569	1647
"NGB"	1880	5823	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
"NGDN"	1597	8505	32	111	26	6	57	54	55	83	0	40	465	510	481	421	632	385
"NGEF"	3199	134557	0	0	0	0	0	0	143	23	0	0	0	0	0	0	0	0
"NGF"	1052	52322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NGFR"	3409	19712	0	0	0	0	0	0	40	34	0	0	0	0	0	0	0	0
"NGFRAP1"	958	1726	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
"NGLY1"	2600	64555	3629	560	2021	1608	313	247	1728	263	574	253	1213	574	966	592	1026	648
